Year,level_1,"Total_food_supply_quantity, kg",Entity,Code,Nutrient nitrogen N (total) used per area of cropland in kg per hectare,Nutrient phosphate P2O5 (total) used per area of cropland in kg per hectare,Nutrient potash K2O (total) used per area of cropland in kg per hectare,Total fertilizer use per area of cropland in kg per hectare,Pesticides used per area of cropland in kg per hectare,Number of deaths from digestive diseases,"Total_food_supply_quality, kcal/capita/day"
2004,2670,564.97,Portugal,PRT,39.3300018310546,22.7900009155273,15.6400003433227,77.7600030899046,7.57000017166137,4940.0,1508
2005,2729,700.04,Rwanda,RWA,0.910000026226043,0.819999992847442,0.819999992847442,2.550000011920927,0.170000001788139,3342.0,1851
2005,1199,673.99,Greece,GRC,54.0,32.9900016784668,13.0100002288818,100.0000019073486,3.20000004768371,2924.0,1620
2005,1169,667.15,Ghana,GHA,1.74000000953674,0.990000009536743,1.02999997138977,3.759999990463253,0.0299999993294477,8145.0,2286
2005,1529,609.87,Israel,ISR,128.25,31.0100002288818,79.8899993896484,239.14999961853025,15.4499998092651,1613.0,1851
2005,876,602.1,Egypt,EGY,371.559997558593,51.3800010681152,13.619999885559,436.5599985122672,1.54999995231628,51646.0,2636
2005,1821,587.99,Lebanon,LBN,51.6100006103515,0.0,26.0699996948242,77.6800003051757,6.42000007629394,722.0,1805
2005,613,578.76,China,CHN,200.259994506835,86.4100036621093,53.599998474121,340.26999664306527,10.9799995422363,314833.0,1969
2005,150,563.98,Armenia,ARM,20.2999992370605,0.0700000002980232,0.0799999982118606,20.449999235570385,0.439999997615814,1277.0,1616
2005,2807,558.85,Samoa,WSM,0.319999992847442,0.340000003576278,0.319999992847442,0.979999989271162,0.9200000166893,48.0,1568
2005,1559,547.9200000000001,Italy,ITA,77.4800033569336,27.6000003814697,24.2199993133544,129.3000030517577,8.1899995803833,26031.0,1596
2006,2730,684.68,Rwanda,RWA,0.439999997615814,1.12999999523162,1.30999994277954,2.879999935626974,0.209999993443489,3282.0,1825
2006,1170,668.69,Ghana,GHA,4.80000019073486,2.42000007629394,6.17999982833862,13.40000009536742,0.11999999731779,8246.0,2325
2006,1200,621.31,Greece,GRC,46.3800010681152,23.1399993896484,17.0,86.5200004577636,2.01999998092651,2958.0,1522
2006,877,618.64,Egypt,EGY,350.690002441406,67.9300003051757,13.869999885559,432.4900026321407,2.76999998092651,51771.0,2661
2006,151,612.5,Armenia,ARM,114.900001525878,0.0,0.0,114.900001525878,0.449999988079071,1419.0,1673
2006,614,574.6800000000001,China,CHN,203.919998168945,89.1500015258789,46.349998474121,339.41999816894486,11.5,305990.0,1929
2006,239,572.92,Azerbaijan,AZE,9.86999988555908,1.01999998092651,1.01999998092651,11.9099998474121,0.0700000002980232,3608.0,2238
2006,2808,569.26,Samoa,WSM,0.25,0.219999998807907,0.189999997615814,0.659999996423721,1.12999999523162,49.0,1596
2006,1530,554.94,Israel,ISR,127.410003662109,32.7299995422363,87.7099990844726,247.8500022888179,17.0699996948242,1631.0,1856
2006,2102,547.56,Montenegro,MNE,126.489997863769,57.4199981689453,52.9099998474121,236.8199958801264,0.0099999997764825,151.0,1535
2007,1171,694.9,Ghana,GHA,4.17999982833862,2.15000009536743,5.98000001907348,12.30999994277953,0.0199999995529651,8334.0,2335
2007,2731,668.47,Rwanda,RWA,1.88999998569488,3.10999989509582,1.47000002861022,6.46999990940092,0.289999991655349,3260.0,1838
2007,1201,638.65,Greece,GRC,36.9000015258789,15.6400003433227,14.6700000762939,67.2100019454955,1.98000001907348,3061.0,1538
2007,878,626.22,Egypt,EGY,316.559997558593,47.8800010681152,14.6999998092651,379.13999843597327,2.56999993324279,52118.0,2676
2007,152,623.75,Armenia,ARM,52.9700012207031,0.0,0.0199999995529651,52.99000122025606,0.479999989271163,1464.0,1582
2007,2103,619.42,Montenegro,MNE,101.08999633789,49.7099990844726,47.1599998474121,197.9599952697747,0.0099999997764825,152.0,1667
2007,615,585.89,China,CHN,208.509994506835,76.7200012207031,62.0400009155273,347.2699966430654,12.0900001525878,297567.0,1933
2007,2809,583.7,Samoa,WSM,0.46000000834465,0.319999992847442,0.319999992847442,1.099999994039534,1.33000004291534,49.0,1620
2007,240,570.81,Azerbaijan,AZE,8.06999969482421,0.639999985694885,0.77999997138977,9.489999651908866,0.0700000002980232,3597.0,2230
2007,1823,564.65,Lebanon,LBN,52.1199989318847,0.0,31.6599998474121,83.7799987792968,6.55000019073486,758.0,1755
2008,2104,723.0799999999999,Montenegro,MNE,96.0,47.8899993896484,42.3600006103515,186.24999999999991,0.0099999997764825,152.0,1725
2008,1172,707.74,Ghana,GHA,3.0,1.62000000476837,6.07000017166137,10.69000017642974,0.0599999986588954,8378.0,2448
2008,2732,675.03,Rwanda,RWA,2.04999995231628,3.16000008583068,2.66000008583068,7.87000012397764,0.239999994635581,3240.0,1893
2008,153,640.71,Armenia,ARM,48.2400016784668,0.050000000745058,0.0700000002980232,48.36000167950988,0.430000007152557,1557.0,1622
2008,879,640.46,Egypt,EGY,321.600006103515,50.9300003051757,15.5299997329711,388.0600061416618,2.69000005722045,53614.0,2711
2008,616,609.64,China,CHN,210.630004882812,79.5899963378906,44.8400001525878,335.06000137329033,12.4099998474121,292928.0,1975
2008,1202,604.94,Greece,GRC,47.3800010681152,18.5,16.4899997711181,82.37000083923331,1.38999998569488,3090.0,1520
2008,2810,591.9,Samoa,WSM,0.560000002384185,0.5,0.469999998807907,1.530000001192092,1.62999999523162,50.0,1640
2008,241,562.8199999999999,Azerbaijan,AZE,14.2100000381469,2.89000010490417,1.55999994277954,18.66000008583061,0.129999995231628,3588.0,2264
2008,3271,556.02,Tunisia,TUN,14.6000003814697,7.34000015258789,1.02999997138977,22.97000050544736,0.349999994039535,1744.0,2070
2009,1173,729.9200000000001,Ghana,GHA,3.5,5.55000019073486,5.40000009536743,14.45000028610229,0.0599999986588954,8487.0,2544
2009,2733,720.4300000000001,Rwanda,RWA,0.389999985694885,0.330000013113021,0.330000013113021,1.050000011920927,0.870000004768371,3212.0,1951
2009,2105,718.8199999999999,Montenegro,MNE,79.2600021362304,34.1300010681152,29.2600002288818,142.6500034332274,0.0099999997764825,153.0,1722
2009,880,653.72,Egypt,EGY,323.450012207031,40.6599998474121,13.5500001907348,377.66001224517794,2.44000005722045,55290.0,2716
2009,154,642.45,Armenia,ARM,78.7099990844726,0.0,0.0099999997764825,78.71999908424908,0.389999985694885,1617.0,1562
2009,1203,627.84,Greece,GRC,30.9699993133544,7.01000022888183,5.6100001335144,43.58999967575063,0.9200000166893,3132.0,1534
2009,617,614.88,China,CHN,213.919998168945,94.5500030517578,35.7900009155273,344.26000213623007,12.619999885559,288756.0,1963
2009,2811,601.31,Samoa,WSM,0.370000004768371,0.430000007152557,0.370000004768371,1.1700000166892992,1.94000005722045,50.0,1639
2009,3272,572.3,Tunisia,TUN,15.8000001907348,9.7200002670288,1.00999999046325,26.53000044822685,0.300000011920928,1781.0,2169
2009,1563,563.97,Italy,ITA,53.8199996948242,17.9400005340576,15.9600000381469,87.7200002670287,7.76000022888183,26720.0,1646
2010,1174,741.46,Ghana,GHA,4.17000007629394,4.1599998474121,6.17000007629394,14.49999999999998,0.230000004172325,8647.0,2535
2010,618,669.32,China,CHN,218.320007324218,105.419998168945,53.9199981689453,377.6600036621084,13.0,285663.0,2046
2010,881,624.75,Egypt,EGY,315.640014648437,40.9399986267089,13.8900003433227,370.4700136184686,3.16000008583068,56588.0,2704
2010,2526,622.04,Papua New Guinea,PNG,15.9700002670288,2.81999993324279,14.0600004196167,32.85000061988829,0.109999999403953,1073.0,1513
2010,2734,614.6700000000001,Rwanda,RWA,0.0700000002980232,0.0,0.0,0.0700000002980232,0.689999997615814,3267.0,1888
2010,20,587.87,Albania,ALB,44.9599990844726,31.079999923706,0.430000007152557,76.46999901533115,0.850000023841857,436.0,1697
2010,3273,577.24,Tunisia,TUN,15.4300003051757,9.44999980926513,0.939999997615814,25.820000112056643,0.419999986886978,1823.0,2123
2010,243,567.97,Azerbaijan,AZE,6.07000017166137,1.00999999046325,1.80999994277954,8.890000104904159,0.159999996423721,3593.0,2108
2010,301,567.6999999999999,Belarus,BLR,93.6699981689453,41.310001373291,129.639999389648,264.6199989318843,0.870000004768371,5323.0,1416
2010,1204,559.02,Greece,GRC,47.8199996948242,24.6900005340576,12.3800001144409,84.8900003433227,1.50999999046325,3185.0,1464
2011,1175,751.69,Ghana,GHA,1.83000004291534,3.03999996185302,5.76000022888183,10.63000023365019,0.409999996423721,8879.0,2542
2011,619,683.92,China,CHN,222.800003051757,101.120002746582,66.2799987792968,390.2000045776358,13.2100000381469,281834.0,2071
2011,2527,621.09,Papua New Guinea,PNG,11.5600004196167,2.34999990463256,11.7299995422363,25.63999986648556,0.109999999403953,1111.0,1514
2011,2735,619.0,Rwanda,RWA,0.0599999986588954,0.0199999995529651,0.0,0.0799999982118605,0.129999995231628,3346.0,1884
2011,21,611.41,Albania,ALB,53.0099983215332,33.5400009155273,0.52999997138977,87.07999920845027,0.839999973773956,450.0,1747
2011,882,608.1600000000001,Egypt,EGY,333.429992675781,41.4399986267089,15.75,390.6199913024899,3.57999992370605,57828.0,2684
2011,1205,593.51,Greece,GRC,72.7600021362304,28.0499992370605,9.35000038146972,110.16000175476064,2.21000003814697,3330.0,1499
2011,156,593.02,Armenia,ARM,71.5199966430664,0.829999983310699,0.0099999997764825,72.35999662615359,0.639999985694885,1714.0,1549
2011,3274,586.62,Tunisia,TUN,15.6700000762939,9.55000019073486,1.02999997138977,26.25000023841853,0.409999996423721,1861.0,2208
2011,244,574.16,Azerbaijan,AZE,10.6499996185302,1.47000002861022,1.76999998092651,13.889999628066931,0.219999998807907,3624.0,2124
2012,1176,751.8599999999999,Ghana,GHA,7.30000019073486,12.1099996566772,8.77000045776367,28.18000030517573,0.589999973773956,9044.0,2528
2012,620,694.84,China,CHN,226.639999389648,102.169998168945,68.1900024414062,396.9999999999992,13.3599996566772,277791.0,2089
2012,157,648.56,Armenia,ARM,113.730003356933,0.129999995231628,1.01999998092651,114.88000333309114,0.720000028610229,1718.0,1552
2012,2736,639.8399999999999,Rwanda,RWA,1.64999997615814,2.03999996185302,0.479999989271163,4.169999927282323,0.660000026226043,3456.0,1909
2012,2528,627.94,Papua New Guinea,PNG,16.1299991607666,1.40999996662139,14.6999998092651,32.239998936653095,0.109999999403953,1139.0,1517
2012,22,624.25,Albania,ALB,50.2099990844726,31.8500003814697,0.730000019073486,82.78999948501578,0.519999980926513,459.0,1763
2012,883,623.1800000000001,Egypt,EGY,294.049987792968,44.099998474121,16.2299995422363,354.37998580932526,3.78999996185302,59861.0,2683
2012,3275,591.94,Tunisia,TUN,16.5900001525878,9.96000003814697,0.980000019073486,27.530000209808257,0.600000023841857,1901.0,2137
2012,1206,591.5,Greece,GRC,47.8800010681152,15.2299995422363,12.5100002288818,75.6200008392333,2.1800000667572,3478.0,1526
2012,245,569.41,Azerbaijan,AZE,12.9399995803833,2.84999990463256,1.21000003814697,16.99999952316283,0.239999994635581,3639.0,2073
2013,1177,756.27,Ghana,GHA,7.94000005722045,6.82999992370605,6.01000022888183,20.78000020980833,0.769999980926513,9205.0,2503
2013,621,700.7,China,CHN,227.880004882812,101.819999694824,65.0800018310546,394.7800064086906,13.329999923706,273718.0,2078
2013,158,653.08,Armenia,ARM,115.819999694824,1.11000001430511,0.0799999982118606,117.00999970734098,0.800000011920929,1704.0,1578
2013,2737,650.5600000000001,Rwanda,RWA,4.69000005722045,2.99000000953674,1.53999996185302,9.22000002861021,1.28999996185302,3527.0,1929
2013,2529,632.1899999999999,Papua New Guinea,PNG,16.5300006866455,0.340000003576278,12.7600002288818,29.63000091910358,0.109999999403953,1159.0,1530
2013,23,624.02,Albania,ALB,44.1100006103515,32.9000015258789,1.13999998569488,78.15000212192528,0.649999976158142,468.0,1759
2013,884,588.4399999999999,Egypt,EGY,295.929992675781,74.8600006103515,18.7900009155273,389.5799942016598,3.66000008583068,59739.0,2654
2013,3276,588.4,Tunisia,TUN,11.4799995422363,10.2399997711181,3.14000010490417,24.85999941825857,0.479999989271163,1942.0,2143
2013,1207,584.51,Greece,GRC,52.0699996948242,16.0900001525878,12.8199996948242,80.9799995422362,2.22000002861022,3518.0,1519
2013,53,572.4100000000001,Algeria,DZA,7.59000015258789,8.44999980926513,3.91000008583068,19.9500000476837,0.980000019073486,5397.0,2179
2014,1178,760.11,Ghana,GHA,6.78000020980835,2.77999997138977,3.54999995231628,13.1100001335144,0.959999978542327,9441.0,2541
2014,622,711.77,China,CHN,229.399993896484,98.7799987792968,80.6100006103515,408.7899932861323,13.3800001144409,271449.0,2096
2014,159,695.4300000000001,Armenia,ARM,96.3499984741211,5.5,3.36999988555908,105.21999835968018,0.889999985694885,1728.0,1667
2014,2530,637.74,Papua New Guinea,PNG,17.0200004577636,0.479999989271163,15.1000003814697,32.60000082850446,0.109999999403953,1189.0,1552
2014,24,636.4,Albania,ALB,44.1300010681152,32.9099998474121,1.13999998569488,78.18000090122219,0.660000026226043,482.0,1777
2014,885,603.19,Egypt,EGY,302.700012207031,68.1500015258789,17.8500003814697,388.70001411437966,3.05999994277954,61427.0,2639
2014,3277,600.77,Tunisia,TUN,13.1499996185302,10.119999885559,3.21000003814697,26.47999954223617,0.560000002384185,1984.0,2191
2014,1946,589.1800000000001,Malawi,MWI,31.1299991607666,3.06999993324279,3.48000001907348,37.67999911308287,0.620000004768371,5248.0,2152
2014,2738,582.17,Rwanda,RWA,4.96000003814697,3.30999994277954,2.08999991416931,10.35999989509582,1.47000002861022,3657.0,1908
2014,2816,571.85,Samoa,WSM,0.11999999731779,0.0099999997764825,0.0,0.1299999970942725,1.5,53.0,1703
2015,1179,745.42,Ghana,GHA,7.73000001907348,6.59999990463256,5.78000020980835,20.11000013351439,1.60000002384185,9663.0,2478
2015,623,732.5899999999999,China,CHN,228.119995117187,93.6500015258789,86.870002746582,408.6399993896479,13.0600004196167,270036.0,2134
2015,160,716.38,Armenia,ARM,125.480003356933,3.31999993324279,0.159999996423721,128.96000328659952,0.970000028610229,1780.0,1683
2015,25,645.6600000000001,Albania,ALB,52.8699989318847,41.2700004577636,1.14999997615814,95.28999936580644,0.769999980926513,498.0,1765
2015,2531,633.0699999999999,Papua New Guinea,PNG,20.6800003051757,2.01999998092651,8.69999980926513,31.40000009536734,0.109999999403953,1229.0,1578
2015,3278,632.4200000000001,Tunisia,TUN,15.0699996948242,11.8800001144409,2.99000000953674,29.93999981880184,0.569999992847442,2024.0,2179
2015,886,600.8199999999999,Egypt,EGY,321.730010986328,87.8099975585937,21.079999923706,430.6200084686277,2.11999988555908,64205.0,2633
2015,1299,599.96,Guyana,GUY,37.4399986267089,12.3100004196167,1.48000001907348,51.22999906539908,0.77999997138977,378.0,1813
2015,2400,590.36,North Macedonia,MKD,43.3699989318847,10.0600004196167,7.38000011444091,60.80999946594231,0.219999998807907,573.0,1569
2015,1947,586.54,Malawi,MWI,28.7999992370605,7.03999996185302,4.57000017166137,40.40999937057489,0.620000004768371,5354.0,2202
2016,1180,743.75,Ghana,GHA,7.84999990463256,4.86999988555908,5.71000003814697,18.42999982833861,1.70000004768371,9973.0,2460
2016,624,738.01,China,CHN,225.229995727539,92.25,86.1900024414062,403.6699981689452,13.0699996948242,271648.0,2141
2016,26,682.59,Albania,ALB,60.9799995422363,49.099998474121,1.13999998569488,111.2199980020522,0.829999983310699,506.0,1767
2016,161,645.3499999999999,Armenia,ARM,290.029998779296,0.639999985694885,1.80999994277954,292.47999870777045,1.04999995231628,1784.0,1670
2016,2532,634.1800000000001,Papua New Guinea,PNG,21.0,1.90999996662139,10.6999998092651,33.60999977588649,0.109999999403953,1253.0,1605
2016,3279,606.69,Tunisia,TUN,20.0,11.119999885559,2.90000009536743,34.01999998092643,0.639999985694885,2064.0,2204
2016,1300,587.17,Guyana,GUY,23.6499996185302,13.8999996185302,2.30999994277954,39.85999917983994,0.759999990463256,380.0,1812
2016,56,576.25,Algeria,DZA,8.34000015258789,6.98999977111816,3.17000007629394,18.499999999999996,0.490000009536743,5847.0,2145
2016,887,575.9100000000001,Egypt,EGY,342.950012207031,60.6399993896484,20.3799991607666,423.970010757446,2.25,65758.0,2598
2016,2740,573.97,Rwanda,RWA,2.47000002861022,4.15000009536743,1.45000004768371,8.070000171661361,1.45000004768371,3919.0,1891
2017,1181,766.99,Ghana,GHA,15.2299995422363,8.39000034332275,8.80000019073486,32.42000007629391,1.79999995231628,10257.0,2545
2017,625,748.26,China,CHN,219.039993286132,88.6699981689453,83.8899993896484,391.59999084472565,13.0699996948242,273724.0,2164
2017,27,684.62,Albania,ALB,56.7000007629394,30.7700004577636,0.9200000166893,88.39000123739231,0.889999985694885,515.0,1749
2017,1301,638.2800000000001,Guyana,GUY,17.0,7.42999982833862,0.550000011920929,24.97999984025955,0.759999990463256,385.0,1859
2017,162,631.88,Armenia,ARM,178.75,0.050000000745058,0.419999986886978,179.21999998763204,1.12999999523162,1758.0,1677
2017,2533,627.37,Papua New Guinea,PNG,26.3600006103515,2.16000008583068,8.46000003814697,36.98000073432915,0.109999999403953,1298.0,1611
2017,3280,611.74,Tunisia,TUN,15.3199996948242,9.13000011444091,3.03999996185302,27.48999977111813,0.52999997138977,2107.0,2182
2017,2741,611.48,Rwanda,RWA,6.1100001335144,8.89999961853027,0.980000019073486,15.989999771118155,1.45000004768371,4054.0,1912
2017,1949,606.62,Malawi,MWI,22.75,6.34000015258789,4.6100001335144,33.70000028610229,0.620000004768371,5625.0,2126
2017,2819,580.25,Samoa,WSM,0.140000000596046,0.129999995231628,0.129999995231628,0.3999999910593019,1.62000000476837,54.0,1742
2018,1182,794.43,Ghana,GHA,12.289999961853,5.78999996185302,5.88000011444091,23.96000003814693,1.83000004291534,10167.0,2631
2018,626,757.85,China,CHN,208.639999389648,81.0299987792968,79.9100036621093,369.5800018310541,13.0699996948242,273223.0,2177
2018,1302,718.1500000000001,Guyana,GUY,42.1599998474121,9.73999977111816,3.59999990463256,55.49999952316282,0.759999990463256,390.0,1906
2018,28,684.76,Albania,ALB,35.5900001525878,19.1900005340576,3.71000003814697,58.49000072479237,0.639999985694885,521.0,1745
2018,2534,628.05,Papua New Guinea,PNG,31.7399997711181,2.85999989509582,9.0,43.59999966621392,0.109999999403953,1336.0,1619
2018,1950,620.46,Malawi,MWI,23.1800003051757,6.23000001907348,4.61999988555908,34.03000020980826,0.620000004768371,5728.0,2146
2018,2742,606.39,Rwanda,RWA,5.38999986648559,5.6100001335144,2.14000010490417,13.14000010490416,1.45000004768371,4190.0,1900
2018,3281,606.13,Tunisia,TUN,17.2000007629394,11.039999961853,3.09999990463256,31.340000629424964,0.639999985694885,2142.0,2183
2018,829,599.14,Dominican Republic,DOM,72.7600021362304,24.2700004577636,42.8899993896484,139.9200019836424,5.73999977111816,3813.0,1512
2018,2403,591.4300000000001,North Macedonia,MKD,39.0299987792968,8.98999977111816,7.38999986648559,55.40999841690054,0.209999993443489,589.0,1541
2019,1183,806.48,Ghana,GHA,14.6499996185302,11.1700000762939,10.0200004577636,35.8400001525877,1.86000001430511,10229.0,2656
2019,627,767.97,China,CHN,198.229995727539,75.7799987792968,75.9599990844726,349.9699935913084,13.0699996948242,277142.0,2191
2019,1303,728.35,Guyana,GUY,46.4599990844726,4.84999990463256,4.09000015258789,55.39999914169305,0.77999997138977,393.0,1896
2019,29,721.7,Albania,ALB,55.0699996948242,21.6800003051757,6.01999998092651,82.76999998092641,1.04999995231628,527.0,1785
2019,830,630.78,Dominican Republic,DOM,72.7600021362304,24.2700004577636,42.8899993896484,139.9200019836424,5.73999977111816,3915.0,1537
2019,2535,629.81,Papua New Guinea,PNG,28.75,1.90999996662139,8.60000038146972,39.26000034809111,0.109999999403953,1368.0,1622
2019,3282,626.69,Tunisia,TUN,17.2000007629394,11.039999961853,3.09999990463256,31.340000629424964,0.699999988079071,2175.0,2200
2019,1951,625.9200000000001,Malawi,MWI,20.3400001525878,5.63000011444091,4.90000009536743,30.87000036239614,0.620000004768371,5845.0,2117
2019,59,608.91,Algeria,DZA,8.23999977111816,6.90000009536743,3.13000011444091,18.2699999809265,0.709999978542327,6398.0,2250
2019,2743,605.06,Rwanda,RWA,7.57999992370605,10.8199996948242,2.88000011444091,21.27999973297116,1.45000004768371,4297.0,1877
